gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
ARSJ,0.00556907502223321,0.317883360437148,0.142,0.072,1,arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]
MARS2,0.00557818210893382,0.417492059906683,0.172,0.095,1,"methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]"
CHMP1A,0.00560469361394983,0.278774373787893,0.604,0.547,1,charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]
DDX49,0.00569520183678727,0.3554941053363,0.47,0.336,1,DEAD-box helicase 49 [Source:HGNC Symbol;Acc:HGNC:18684]
XPO4,0.00569607363275753,0.282711882645673,0.306,0.202,1,exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796]
FBXO48,0.00578937230034838,0.251352887037942,0.149,0.078,1,F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857]
RP11-327L3.5,0.00583907180808366,0.26144225509451,0.201,0.118,1,
TSR1,0.00589309939553727,0.421753743619724,0.373,0.286,1,TSR1 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]
NHLRC3,0.00590487474924232,0.308794214851984,0.5,0.387,1,NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]
U2AF1L4,0.00592406899186085,0.292964182358295,0.478,0.347,1,U2 small nuclear RNA auxiliary factor 1 like 4 [Source:HGNC Symbol;Acc:HGNC:23020]
ATP6V1H,0.00593675297136822,0.331502641650837,0.485,0.387,1,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]
SUGP1,0.00595477727554656,0.328545047226028,0.463,0.35,1,SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]
VASN,0.0059607166549488,0.351907905137309,0.127,0.063,1,vasorin [Source:HGNC Symbol;Acc:HGNC:18517]
POLR2G,0.00596982637193379,0.319226957490403,0.664,0.503,1,RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]
RBM45,0.005975744510233,0.336512139416555,0.231,0.137,1,RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468]
BBOF1,0.00597972699455636,0.288719067724786,0.149,0.078,1,basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]
CDC23,0.0060635837662619,0.363518489175836,0.388,0.273,1,cell division cycle 23 [Source:HGNC Symbol;Acc:HGNC:1724]
SLC16A5,0.00607200977352327,0.2743921594073,0.224,0.133,1,solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]
METTL2A,0.00607256189056314,0.331973186716908,0.336,0.233,1,"methyltransferase 2A, tRNA N3-cytidine [Source:HGNC Symbol;Acc:HGNC:25755]"
AC087590.3,0.0060793512230071,0.268572285687621,0.231,0.139,1,
PIK3C2A,0.00608350584248907,0.302529400611089,0.478,0.368,1,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]
CTC-362D12.1,0.00609172847403812,0.272275174629911,0.47,0.372,1,
MKRN1,0.006103957729257,0.394819100547611,0.381,0.279,1,makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]
NAE1,0.00610704166152341,0.28907095646263,0.619,0.478,1,NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621]
MORC3,0.00612978559461596,0.346308869766208,0.425,0.322,1,MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]
FAM192A,0.00614813413697642,0.275557349285827,0.627,0.512,1,
BRAT1,0.00618759860752427,0.290412328224427,0.537,0.419,1,BRCA1 associated ATM activator 1 [Source:HGNC Symbol;Acc:HGNC:21701]
CLCN3,0.00619646633418797,0.349215672348395,0.41,0.313,1,chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]
NIT2,0.00620742466261946,0.260276273102047,0.634,0.497,1,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]
RP11-345J4.8,0.00621850838762285,0.346958179926107,0.425,0.343,1,
BRE,0.00622485060498833,0.295609424761163,0.575,0.45,1,
GIT1,0.00622562803818123,0.287523595689492,0.351,0.235,1,GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]
FBXO5,0.00623853666273449,0.286674006714015,0.172,0.093,1,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]
TLDC1,0.00624707071407256,0.329830953198495,0.343,0.236,1,
STK36,0.00630099469323377,0.375698480438381,0.313,0.214,1,serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209]
FAM109B,0.00630838874764279,0.397427099128303,0.231,0.144,1,
FBXO18,0.00635883376218557,0.345114886026042,0.299,0.199,1,
ACCS,0.00638610799477873,0.374144373458621,0.299,0.197,1,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989]
NEMP2,0.00638962336908634,0.284208463634486,0.142,0.073,1,nuclear envelope integral membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:33700]
ECD,0.00639144202579345,0.288079995159544,0.537,0.412,1,ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]
SLC27A5,0.00639623688856173,0.27880604052746,0.284,0.18,1,solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]
PCYOX1,0.00640029602323149,0.332404800300815,0.478,0.368,1,prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]
ZFP91,0.00640294487745655,0.300728387657188,0.433,0.314,1,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:14983]"
TCTN2,0.00646258931495134,0.295682552848268,0.261,0.161,1,tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774]
VPS50,0.00647525518895072,0.405706750284826,0.276,0.185,1,VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]
TUB,0.00651191871510021,0.391357544390662,0.291,0.198,1,TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]
ZFPL1,0.00652236991896681,0.318369605229742,0.463,0.332,1,zinc finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:12868]
CDKN1C,0.00654038215880213,0.387919463820346,0.306,0.215,1,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
AVPI1,0.00654968905590395,0.380104965559011,0.418,0.327,1,arginine vasopressin induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]
RIOX2,0.00655211146159015,0.338854977943972,0.306,0.199,1,ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]
MIER3,0.00662860810554951,0.363330315891076,0.216,0.133,1,MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]
MKKS,0.00664354386237999,0.328563700345585,0.463,0.362,1,MKKS centrosomal shuttling protein [Source:HGNC Symbol;Acc:HGNC:7108]
POLR3C,0.00666967992022627,0.37384815596495,0.41,0.307,1,RNA polymerase III subunit C [Source:HGNC Symbol;Acc:HGNC:30076]
TMEM39A,0.00668570364916992,0.277245849713785,0.582,0.432,1,transmembrane protein 39A [Source:HGNC Symbol;Acc:HGNC:25600]
PM20D2,0.00670953240496274,0.349417702018398,0.343,0.243,1,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]
SETDB2,0.00673577965257045,0.327699318310069,0.291,0.194,1,SET domain bifurcated histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:20263]
SNORD10,0.00676929876150148,0.352182216671361,0.403,0.283,1,"small nucleolar RNA, C/D box 10 [Source:HGNC Symbol;Acc:HGNC:32706]"
PDSS1,0.00680345294432266,0.295361281344301,0.134,0.068,1,decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]
FXYD6,0.00683678073899032,0.272982570402264,0.478,0.326,1,FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]
COQ7,0.00683968396218359,0.343931979557847,0.321,0.226,1,"coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]"
MRPL37,0.00685486948331194,0.262368424307335,0.716,0.56,1,mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]
DHCR7,0.00688575171453471,0.309751595949076,0.507,0.407,1,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
FAM46B,0.00693810128121972,0.340852330734457,0.246,0.152,1,
FLVCR1,0.0069775048109076,0.278305056982949,0.216,0.131,1,FLVCR choline and heme transporter 1 [Source:HGNC Symbol;Acc:HGNC:24682]
SMYD4,0.00698550654477047,0.505251742393968,0.209,0.134,1,SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21067]
APC,0.0069987327832487,0.317388394350155,0.373,0.27,1,APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583]
SMURF2P1,0.00701487172906952,0.301768518565146,0.179,0.1,1,SMAD specific E3 ubiquitin protein ligase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44402]
RP3-475B7.3,0.00703290014789251,0.257574332052744,0.187,0.112,1,
CDCA4,0.00704113365046147,0.337355118967861,0.366,0.254,1,cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]
HPRT1,0.0070573735049206,0.374930515502212,0.403,0.293,1,hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]
SMAD3,0.00708379692835786,0.357176300853239,0.41,0.315,1,SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]
KB-1027C11.4,0.00716205151822444,0.28572488293591,0.149,0.081,1,
RSBN1,0.00722385696763013,0.285727685736103,0.56,0.449,1,round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]
PELO,0.00723173245619901,0.37081109026641,0.209,0.122,1,pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]
PDS5B,0.00726678731368159,0.307818782516882,0.507,0.406,1,PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]
COMMD10,0.0072869089816219,0.305838343813429,0.463,0.348,1,COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]
CELF4,0.00729587457897981,0.311674232444593,0.134,0.07,1,CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]
PCMTD1P7,0.0073653449221793,0.308675454291847,0.149,0.082,1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:51751]
GMIP,0.0074039738953848,0.347249365307041,0.134,0.07,1,GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]
GTF3C2,0.00740627834579885,0.333598394563688,0.493,0.385,1,general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]
AMMECR1,0.00742547464917423,0.39090545505786,0.194,0.118,1,AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467]
USP25,0.00743771192657137,0.333080143307038,0.306,0.211,1,ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]
NFKBIL1,0.00750423803831189,0.382883655464203,0.306,0.201,1,NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800]
RP11-177H22.2,0.0075192301376674,0.320072625062821,0.276,0.187,1,
RBM48,0.00752358366489751,0.298238043403374,0.276,0.176,1,RNA binding motif protein 48 [Source:HGNC Symbol;Acc:HGNC:21785]
RPIA,0.00752761616626934,0.326628535679749,0.194,0.111,1,ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:HGNC:10297]
ADAM17,0.00753986168721974,0.367502266148427,0.463,0.373,1,ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]
POP7,0.00756385114252297,0.333291118233634,0.418,0.303,1,"POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]"
CAPN7,0.00758004724695057,0.287911935822875,0.403,0.291,1,calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]
SMC1A,0.00759268417926291,0.284166184937309,0.515,0.397,1,structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]
C2orf49,0.00762837731639193,0.365435041241552,0.299,0.205,1,chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772]
TTC27,0.00765109996311433,0.362489211314521,0.321,0.219,1,tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]
ENDOD1,0.0076582426582916,0.308219244273979,0.493,0.369,1,endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]
LRRC6,0.00767979504462838,0.319941388696853,0.127,0.064,1,
MAP2K2,0.00770208282427559,0.293786518478234,0.463,0.34,1,mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]
MAZ,0.00774204321062628,0.331903758338133,0.246,0.168,1,MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]
TRMT44,0.00777240600934446,0.25702124168876,0.164,0.091,1,tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653]
SLC35F5,0.00779368093079911,0.257969127589846,0.604,0.511,1,solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]
CHPF,0.00781808201731995,0.369560779616238,0.336,0.237,1,chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]
MRPL35,0.00781994108378066,0.437339292607941,0.254,0.171,1,mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]
STRADB,0.0078322648147249,0.404457180849948,0.209,0.127,1,STE20 related adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205]
SNORA61,0.00784168298487835,0.357376932179916,0.425,0.308,1,"small nucleolar RNA, H/ACA box 61 [Source:HGNC Symbol;Acc:HGNC:32655]"
DR1,0.00786283535351703,0.340527900817684,0.53,0.489,1,down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]
MRPL48,0.00788898122628634,0.354545676652449,0.41,0.302,1,mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]
ZNF136,0.00790840703028755,0.344120360463976,0.201,0.12,1,zinc finger protein 136 [Source:HGNC Symbol;Acc:HGNC:12920]
SRPX,0.00791603467640973,0.362423157112901,0.104,0.049,1,sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]
ALPK1,0.00799220716546262,0.298324125064221,0.336,0.231,1,alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917]
ZNF92P2,0.0080745265692319,0.257866252755458,0.396,0.305,1,zinc finger protein 92 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39554]
UBE2G2,0.0080747860170931,0.279968212308038,0.604,0.508,1,ubiquitin conjugating enzyme E2 G2 [Source:HGNC Symbol;Acc:HGNC:12483]
TMEM186,0.00808797721620159,0.368870104438628,0.194,0.109,1,transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]
FARSA,0.00808976692366865,0.278170948758516,0.59,0.487,1,phenylalanyl-tRNA synthetase subunit alpha [Source:HGNC Symbol;Acc:HGNC:3592]
RP11-373A9.3,0.00809261196033994,0.265128943712722,0.209,0.127,1,
RP11-293F5.2,0.00815195434085896,0.280861246009584,0.134,0.071,1,
AMMECR1L,0.0081735669083495,0.310546258197009,0.313,0.211,1,AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658]
PLSCR4,0.00818025347310866,0.395975882524067,0.179,0.105,1,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]
EFNB2,0.00819569512038034,0.413929377335679,0.142,0.079,1,ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]
ZNF354B,0.00822671687403539,0.255513471269868,0.269,0.173,1,zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]
ZNF436,0.00830271468410911,0.329857605667181,0.261,0.17,1,zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]
FGFR1OP,0.00831823862199551,0.265178598621869,0.388,0.291,1,
TM9SF3,0.00832660313110832,0.366199404413147,0.485,0.418,1,transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]
TGS1,0.0083492755214668,0.282705993900233,0.448,0.315,1,trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]
ZC2HC1A,0.00835258759811987,0.309097435375388,0.493,0.387,1,zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]
CAPNS1,0.00844324177099326,0.254118301323553,0.507,0.364,1,calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]
KDM3A,0.00845996314394707,0.3191748511537,0.507,0.419,1,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]
GATAD1,0.00846239272929847,0.359981301739601,0.231,0.148,1,GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941]
NSMCE2,0.00847080032375744,0.309597917214803,0.381,0.26,1,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase [Source:HGNC Symbol;Acc:HGNC:26513]"
FAM76B,0.00854412016163873,0.353366141344923,0.254,0.164,1,family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492]
MON1A,0.00856550116076603,0.337299528646662,0.172,0.098,1,"MON1 homolog A, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:28207]"
UAP1,0.0085783298371344,0.324219799124666,0.485,0.392,1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]
PCDHB10,0.00858610846570614,0.3863696742517,0.187,0.112,1,protocadherin beta 10 [Source:HGNC Symbol;Acc:HGNC:8681]
SRBD1,0.00862906198339638,0.299528761470358,0.254,0.16,1,S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]
HSPB11,0.00865006054794491,0.301864922546367,0.425,0.309,1,
LRRC27,0.00870923020910913,0.333821746456098,0.201,0.122,1,leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]
DUSP3,0.00871398106661467,0.408107886771705,0.343,0.255,1,dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069]
CRYZ,0.00873852734846332,0.311757929706026,0.433,0.31,1,crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]
CLEC16A,0.00881688219977682,0.280734183160515,0.493,0.377,1,C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]
HSD17B8,0.00888724465384013,0.406368721854309,0.231,0.145,1,hydroxysteroid 17-beta dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]
CCDC24,0.00903148932890201,0.294659605150368,0.246,0.152,1,coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]
CSTF2T,0.00904648053227844,0.365759226214114,0.299,0.202,1,cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]
SNRNP70,0.00905859866238364,0.337206248772868,0.448,0.349,1,small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150]
MIR604,0.00911315384489919,0.411569792547437,0.164,0.092,1,microRNA 604 [Source:HGNC Symbol;Acc:HGNC:32860]
MYL5,0.00913402376843377,0.299254584659477,0.142,0.076,1,myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586]
TBRG4,0.00920193467636189,0.357485204677358,0.41,0.319,1,transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]
MTCH2,0.00922969557340831,0.254985086815998,0.642,0.549,1,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]
KIAA0556,0.00923777819095059,0.300590918029677,0.306,0.208,1,
CCZ1B,0.00940316120251712,0.287423659756129,0.239,0.156,1,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21717]"
ADPGK,0.00954636366054112,0.343823025717086,0.418,0.312,1,ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]
EPT1,0.00961597346627493,0.320619918438756,0.403,0.3,1,
ZBED6CL,0.00966023997907776,0.375354088383262,0.104,0.05,1,
MFAP3,0.00967002652042543,0.313993418290434,0.224,0.138,1,microfibril associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]
MYCBP,0.00974320447250711,0.304493816930533,0.336,0.235,1,MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]
ATG13,0.00975218132848371,0.307904985603338,0.515,0.407,1,autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]
SMC2,0.00982208444100288,0.334620056397299,0.343,0.244,1,structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]
RHOT1,0.00985188735021563,0.354072216008269,0.321,0.229,1,ras homolog family member T1 [Source:HGNC Symbol;Acc:HGNC:21168]
PGGT1B,0.0099819210173225,0.335051379210573,0.418,0.331,1,protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]
MRPL34,0.00999342432430247,0.266384714183584,0.567,0.44,1,mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]
RP11-390E23.6,0.0100484047704473,0.411877403364198,0.299,0.214,1,
IFT81,0.0100703677910363,0.290399446810181,0.328,0.222,1,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]
TLR1,0.0101669492991584,0.343548817293246,0.164,0.093,1,toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]
WDTC1,0.0101871389223237,0.264277008606506,0.351,0.249,1,WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]
L3MBTL2,0.0102193212589401,0.395047175188251,0.336,0.25,1,L3MBTL histone methyl-lysine binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18594]
ESCO1,0.010324536962007,0.322084804935194,0.425,0.33,1,establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]
POLR2F,0.0103489912747089,0.252356598214104,0.664,0.517,1,"RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]"
SNORD104,0.0104233088923296,0.341664366703237,0.246,0.154,1,"small nucleolar RNA, C/D box 104 [Source:HGNC Symbol;Acc:HGNC:32768]"
IPO5,0.0104684286863728,0.301426228437429,0.515,0.434,1,importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]
ACSS1,0.0104689785647065,0.406341796947998,0.201,0.127,1,acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]
FBXL18,0.0104808998152316,0.283954829701067,0.179,0.104,1,F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]
RP11-120J1.1,0.0105147513749889,0.398222114117218,0.104,0.052,1,
GEMIN7,0.0105481934943477,0.367637743590953,0.239,0.152,1,gem nuclear organelle associated protein 7 [Source:HGNC Symbol;Acc:HGNC:20045]
SPAG5,0.0105768424310613,0.374712031742818,0.142,0.078,1,sperm associated antigen 5 [Source:HGNC Symbol;Acc:HGNC:13452]
MRPL39,0.0105914079215518,0.321394456301252,0.381,0.27,1,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]
LYPD3,0.0106147070682477,0.323253192687122,0.291,0.191,1,LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]
SOCS2,0.0106239497318145,0.263190907888759,0.119,0.06,1,suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]
ARHGEF26,0.0106538517575337,0.389005642530604,0.291,0.208,1,Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]
MIR4444-2,0.010715545689021,0.331555195669883,0.321,0.228,1,microRNA 4444-2 [Source:HGNC Symbol;Acc:HGNC:43481]
RCBTB1,0.0107240785884889,0.393600579115657,0.231,0.15,1,RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]
GPR108,0.0108318041136034,0.316510100269784,0.463,0.395,1,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]
